,Date,User,Tweet
211,2021-11-14 19:30:04+00:00,JonRegardie,". @MayorOfLA is getting back to the US, but not yet to LA, after his bout with #COVID19. From his schedule, ""Mayor Garcetti will travel from Glasgow to Washington, DC on Sunday, November 14. He will return to Los Angeles on Tuesday, November 16."""
212,2021-11-14 16:02:49+00:00,drkronbernard,@rene_chiche René savez vous qu'il y avait un surcodage tarifaire pour les DC étiquetés #COVID19 ?
213,2021-11-12 21:40:53+00:00,psb_dc,"Just shed a happy tear 💕
We are one step closer to being able to see my parents. 

#vaccine #COVID19"
214,2021-11-08 19:28:41+00:00,mimzidk,STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
215,2021-11-06 02:11:50+00:00,SusanCorke1,@hannahgais He should have checked out Newark NJ train station pre-pandemic before he throws shade at DC Union station during a #pandemic.
216,2021-11-06 01:00:34+00:00,mimzidk,The segregation of refugees into camps in Libya is inhumane! @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @IOM_USRAP @ICNARelief @IRC @HIASrefugees @WorldRelief @RESCUEorg @RSF_inter @USCRI #EvacuateRefugeesfromLibya #endingchildDetention #UNGA76 #Covid19
217,2021-11-03 18:07:31+00:00,oenasa,"No se olviden de que el Cristianismo también es un invento que usurpo el nombre de Jesús,así como ese pequeño grupo de la elite que usurpo el nombre de la Izquierda en Chile. Mezclen todo eso y pafff!! Nació la DC.🤷🏻‍♂️ #Provoste #Boric #COVID19 #Pandemia #Elecciones2021CL #Nefastos"
218,2021-11-03 13:41:56+00:00,stayfrosty5280,STOP à la violence sexiste envers les réfugiés en Libye @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
219,2021-11-01 18:23:13+00:00,psb_dc,"Just scheduled the first shot for the kiddos. 

Feel excited that we are one step closer to finally being able to see my parents after 2 years. Sad that this is a privilege that is still not yet available for many around the world. 

I think I'm going to cry now. 

#vaccine"
220,2021-11-01 07:14:33+00:00,tesfaeyusinqey,Schwangere Frauen in illegalen Gefangenenlagern in Libyen. @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
221,2021-11-01 03:44:16+00:00,meleyeru,The segregation of refugees into camps in Libya is inhumane! @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @IOM_USRAP @ICNARelief @IRC @HIASrefugees @WorldRelief @RESCUEorg @RSF_inter @USCRI #EvacuateRefugeesfromLibya #endingchildDetention #UNGA76 #Covid19
222,2021-10-31 17:16:40+00:00,mimzidk,Schwangere Frauen in illegalen Gefangenenlagern in Libyen. @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
223,2021-10-31 05:33:04+00:00,Robkingg_,STOP gender-based violence towards the refugees in Libya @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
224,2021-10-30 23:26:14+00:00,mimzidk,Schwangere Frauen in illegalen Gefangenenlagern in Libyen. @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
225,2021-10-28 05:17:33+00:00,GirmaySeltene,STOP à la violence sexiste envers les réfugiés en Libye @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #Mentalhealth
226,2021-10-27 20:01:34+00:00,mikifanu416745,Illegally detained refugees in Libya have no legal status @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @IOM_USRAP @ICNARelief  @IRC @HIASrefugees @WorldRelief @RESCUEorg  @RSF_inter @USCRI #EvacuateRefugeesfromLibya #endingchildDetention #UNGA76 #Covid19 .
227,2021-10-24 00:35:38+00:00,Berhan_Amchie,Flyktingar i Libyen behöver hjälp!  @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @IOM_USRAP @ICNARelief  @IRC @HIASrefugees @WorldRelief @RESCUEorg  @RSF_inter @USCRI #EvacuateRefugeesfromLibya #endingchildDetention #UNGA76 #Covid19
228,2021-10-23 21:05:53+00:00,stayfrosty5280,Illegally detained refugees in Libya have no legal status @IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @IOM_USRAP @ICNARelief  @IRC @HIASrefugees @WorldRelief @RESCUEorg  @RSF_inter @USCRI #EvacuateRefugeesfromLibya #EndChildDetention #UNGA76 #Covid19
229,2021-10-23 20:43:48+00:00,gualtesfa8,"Pregnant women inside illegal detention centers in Libya.
@IDCmonitor @ICRC_dc @DetentionWatch @Migreurop @asylumaccess @GSCDL @ICNARelief @IRC @HIASrefugees @RESCUEorg @RSF_inter @USCRI @humanrights1st @Refugeesintl #evacuterefugeesfromlibya #COVID19 #NARHC2021 #Mentalhealth"
230,2021-10-22 20:57:26+00:00,ANCA_DC,@StateDept Any plans to add #Armenia to the list of 100+ countries that have received US donations of #COVID19 vaccines?
231,2021-10-20 18:28:13+00:00,nicholassabalos,"#TraitorJoe's #BuildBackBetter quickly morphed into ""Build Back Bummer"" for every #American except DC's elite swamp critters &amp; a few groups of @TheDemocrats' useful liberal idiots.
#inflation #EmptyShelvesJoe #gasprices #Afghanistan #COVID19 #BorderCrisis 
#SaveAmerica #MAGA"
232,2021-10-20 16:57:04+00:00,DCHHS,"¿Quiere vacunarse contra el #COVID19 💉pero no sabe a donde ir? Venga a la clínica móvil en @eastfield_dc y vacúnese hoy mismo. El proceso es fácil y rápido. 

Reclame una tarjeta de regalo por $25 de Walmart cuando se vacune 😉

Llegué a la clínica via La Prada Ave 🚗"
233,2021-10-20 04:48:05+00:00,GauravNagaon,"36-hour hunger strike at Nagaon from tomorrow.

AJYCP to protest against price rise of petrol, diesel and food items. Near DC office. Petrol price has crossed ₹100 mark per litre last week. And, following #COVID19 pandemic, prices of essential commodities have also increased. 🪧"
234,2021-10-19 16:40:29+00:00,DCHHS,"⭕️Recibir la vacuna del #COVID19💉 en @eastfield_dc ahora es más fácil que nunca. 

✅Reclame una tarjeta de regalo de Walmart por $25 🙌 cuando se vacune con cualquier dosis de la vacuna Pfizer.

🚦Llegue a la clínica por La Prada Ave."
235,2021-10-16 01:35:30+00:00,ANCA_DC,"@StateDept @_AfricanUnion @gavi Where on the list of countries receiving #COVID19 vaccine donations is #Armenia - a landlocked, blockaded genocide survivor state?

Many countries have already gotten multiple shipments. 

Armenia has yet to get a first US shipment."
236,2021-10-15 17:31:02+00:00,lectora30,"For the third consecutive week and fourth week this school year, @EWStokesPCS reports all negative #COVID19 results. This is exceptional. Are there any other schools in DC reporting similar results?"
237,2021-10-14 23:05:05+00:00,nickybshaw,"@Femi_Sorry The #BBC hour long special report Nov'20 ""Lockdown1"" breaks it down, without input from DC and leaked texts.
On iPlayer....
It challenges all Gov told us on #COVID19 at the start of 2020.
Coupled with released #SAGE minutes, Jan'20, it h/lights an uncaring, disengaged Gov😳😷"
238,2021-10-14 20:09:11+00:00,Land_Line_Now,"6p Central @SiriusXM 146

@WhiteHouse announced intent to help get supply chain moving.
Mark Reddig discusses that plus Meera Joshi’s confirmation; new #COVID19 border rules w/Jay Grimes of @OOIDA’s DC office.

New NJ, Nev. laws designed to curb ticket quotas."
239,2021-10-12 21:29:23+00:00,MrMokelly,"It's weird how people who want to make getting the vaccine ""their choice"" are the same people adamantly against DC Comics choosing to do what it wants with its own characters which aren't even real.

#SupermanBisexual
#COVID19 
#COVIDVaccination"
240,2021-10-12 07:44:39+00:00,Bhavana_DC,"#BREAKING 

Approval for vaccination of children between the ages of 2 to 18 years

Approval of COVAXIN vaccine

#vaccine #BharatBiotech"
241,2021-10-09 05:50:26+00:00,Rajivsharma111,"Hon'ble @HemantSorenJMM ji, request for Consider of opening #Shops on #Sunday with #strict #COVID19 #protocol. It will increases #Jharkhand #State #revenue as well as #Shopkeepers too. @JharkhandCMO @dc_dhanbad"
242,2021-10-07 02:23:53+00:00,bhunni,"@fritzhahn So, in DC we pack unvaccinated kids into full capacity @dcpublicschools classrooms w outdated close proximity guidance &amp; insufficient testing (less than 10%) even after multiple positive #COVID19 cases and confirmed transmission… but we don’t let them walk outside in the zoo?!"
243,2021-10-03 12:20:33+00:00,CMD_ESQ,"Why are #COVID19 home tests so expensive in Connecticut?  I found them in DC for $20 for a two pack.

Which, you know, is still too much money.  But the ones in CT are over $40 for a single test."
244,2021-10-03 05:30:31+00:00,LLaws2,"@Penn_chill @snap1949 @mjs_DC GOP Governors are using #Covid19 funding dollars to build a ""prison in Alabama, and Abbott of Texas withheld unemployment funds meant for helping covid people, but who knows where that taxpayer funded Covid $$ went to there? GOP Gov's didn't do enough damage I guess."
245,2021-09-29 19:01:43+00:00,Aly_Dar8,"So today is the last day that DC is giving healthcare workers to get vaccinated. Should be interesting to see who is gone as of tomorrow. 👀
#vaccinate #COVID19"
246,2021-09-29 13:55:54+00:00,AmeshiaCross,"Join me on @BNCNews at the top of the 10 and 11am EST broadcasts. I'll be joining 'DC Today' discussing #Infrastructure, the #debtceiling, the private sector fighting #COVID19 w/ vaccine mandates and more."
247,2021-09-28 16:37:22+00:00,htTweets,"#Karnataka | 60 students from a boarding school in Bengaluru tested positive for #COVID19, on Sunday: DC Bengaluru Urban District

(ANI)"
248,2021-09-23 10:19:16+00:00,duran_georg,"@132_dc -« Je ne suis pas un responsable politique en responsabilité…. » 
-« Ah ok scuzez-nous vous pourriez dégager de not plateau on va inviter qqun d’autre, bonne retraite… »
#Taubira #Vaccination"
249,2021-09-22 19:51:34+00:00,FJED,"In USDA Roundtable on #farmworkers for #HispanicHeritageMonth several farmworkers from around the country, in DC with @UFWupdates to advocate for #iimmigrationreform, tell @SecVilsack  about their difficult work, the #pandemic's impact and the need for safer, better conditions"
250,2021-09-22 09:55:45+00:00,PreityUpala,"SRH VS DC   Game on!!

#SRHvsDC #DC #COVID19 #COVID19Vic"
251,2021-09-18 19:13:00+00:00,Glenntwts,"And today's quiz question is:

Which had the most attendees at their event?

a) The 99% #antivaxxers #londonprotest 
b) The QAnon/MAGA #JusticeForJ6 rally in DC
c) Exeter City v Sutton United"
252,2021-09-17 17:59:15+00:00,catherinefonck,Lâcher le masque est incompréhensible alors qu’on sait que la combinaison gagnante face au #Delta #Covid19 c’est vacciner ET maîtriser la circulation du virus. Ne pas garder un pilotage fédéral et dc cohérent l’est tout autant. N’a-t-on tjrs pas appris des erreurs précédentes?😕
253,2021-09-17 05:38:12+00:00,dc_morel,"Factuellement, c'est quelqu'un qui s'écoute parler, aime qu'on l'admire, mais qui n'a jamais fait grand-chose 
Même pas se servir de son art oratoire pour l'intelligence collective en incitant les guyanais à la #vaccination 
Next!"
254,2021-09-15 12:29:58+00:00,guwahatiplus,All puja committee members have to submit their #COVID19 vaccination certificate (for at least one vaccine dose) to DC while taking permission to organise the puja.
255,2021-09-15 05:53:45+00:00,dc_morel,"Allez dans un centre de #vaccination vous y trouverez auprès des professionnels 1000x plus de compréhension et d'explications rationnelles, claires et simples qu'auprès des vautours #antivax qui se nourrissent de votre angoisse à leur seul profit"
256,2021-09-15 03:38:32+00:00,JoaoGwadloup,"#Guadeloupe Dc si je comprds bien, il y a le nombre très élevé de morts des suites de la 4e vague #covid19, auquel s'ajoute ces ""morts subites"" dont les causes précises st à déterminer, ms pr lesquelles on pense que la focalisation sur le covid pt être indirectement responsable.."
257,2021-09-12 17:56:42+00:00,susanbordson,"@ASlavitt Dear @jaketapper, actions from electeds and other officials are more of a hindrance in fighting #COVID19 than the ""president's tone"" EVER has been.
A plea to all DC Beltway press:
Please rank &amp; amplify the ACTIONS of leaders as more worthy of attention than their words.
@whca"
258,2021-09-10 15:32:51+00:00,chidambara09,"@BetaMoroney @Gartner_inc @efipm @richardturrin @lyakovet @Shi4Tech @AkwyZ @sallyeaves @SpirosMargaris @psb_dc @IanLJones98 @avrohomg @EvaSmartAI @enilev @baski_LA @FrRonconi @BetaDigitalLtd @DTLabUCC @Xbond49 @bimedotcom @tobiaskintzel @TheAdityaPatro @enricomolinari @Dahl_Consult @stratorob 10 Things #COVID19 
will Change in 
#Digital #Commerce - 
@Gartner_inc 

ThAnk  U
@Betamoroney Sir 

#bigdata 
#Twitter #Linux #flutter 
#WomeninTeCh #WomenWhoCode #100daysOfCode 
#SOciaLmediA 
🍁"
259,2021-09-10 13:49:06+00:00,saranimd,"I wonder how to interpret this (real stats from DC). people currently hospitalized for Covid in DC: 80% adult voluntarily non-vaccinated, 10% kids not eligible for vaccine, 10% vaccinated. Hmmmm. #VaccinesWork #VaccineMandate #COVID19"
260,2021-09-09 14:27:42+00:00,psb_dc,"In the last week alone, nearly 252,000 children in the U.S. have tested positive for #COVID19 …"
261,2021-09-03 12:57:04+00:00,RobJBlackwood,"Last paper of #ll12goteborg with Modan &amp; Schaller think through #tacticalurbanism as it plays out in during the #covid19 pandemic in Washington, DC where the anti-science, anti-vax movement is targeted in the #linguisticlandscape"
262,2021-08-31 15:26:34+00:00,AnnHendrickson1,"I just called @RepHerrell DC office an left a question with them. Is my US Representative vaccinated against #COVID19? Not an unreasonable question bc if she gets sick and/or dies, I no longer have a Representative.  Awaiting an answer. The woman who answered the phone isn't..."
263,2021-08-30 19:21:14+00:00,ChaseMcMichael,@JennaEllisEsq EVERYONE KNOWS - deals are being made - some have talked - others are the agents  - FBI and CIA are fighting again those kids - AND then you have DC a Total S Show - You will see this is playing out all over #Afghanistan was planed just as #COVID19 Wake Up America
264,2021-08-30 16:28:26+00:00,AbhishekBanaras,"@DC_Ranchi from last week my family is waiting for their 2nd Covishield dose but in govt hospitals it's not there and it's abundant in Pvt hospitals.

Please provide Covishield doses also bcz we can't take Covaxin.

Will wait for your reply

@HemantSorenJMM @JhaGunjesh 
#COVID19"
265,2021-08-30 07:57:25+00:00,dc_morel,"@bidule_01 Je me suis faite #vacciner parce que les chiffres des études internationales sont en faveur de la #vaccination, et par souci de la protection collective, pas pour les beaux yeux d'un gouvernement, quel qu'il soit"
266,2021-08-29 07:20:32+00:00,feliciahsiehsw,"@DrEricDing @govkristinoem @KristiNoem This means the US will face multiple waves EVERY YEAR #Sturgis is held.
In the meantime #GOP @govkristinoem activities include fighting #facemasks and campaigning in #FL &amp; #DC. #SD has one of the lowest #vaccination rates in the US also, like #MS #AL #FL #LA #GA #TX.
Bad pattern"
267,2021-08-28 12:19:54+00:00,Mathilde_Klara,"Résumé des Manifs #AntiPassSanitaire c'est qu'ils ont des revendications diverses(non à #vaccination à non contre  #ReformeRetraites )euh dc pas juste contre le pass?🤔
donc à part dire manifestants contre ce Gvt et des pros du""non non non""je ne comprends pas le titre @jfkbismuth"
268,2021-08-27 21:04:18+00:00,AHMalcolm,"Once again, no consequences out of DC: US intelligence community review fails to determine origin of #Covid19"
269,2021-08-26 17:12:29+00:00,CraigCaplan,"Rep Mike Doyle (D-PA) last night:”Despite being fully #vaccinated &amp; taking the appropriate precautions,I have tested positive for #COVID19 while in Washington for votes.I'm feeling okay &amp; having only mild symptoms, but I'll be quarantining in DC for 10-day period,as DC requires.”"
270,2021-08-26 15:58:54+00:00,PortiaColorado,"In DC for my daughter’s college move-in day. Times have changed! I remember leaving 2229 Holly Street in Park Hill, Denver for Providence with just a big duffle bag! In 2021, post #COVID19 it’s a @dormify production! 💃🏽🤷🏽‍♀️#collegeday #momlife"
271,2021-08-26 13:54:21+00:00,Hankseph,"@MikeJonesEsq1 @terryschappert @bigolfoot How do you properly notify mayors, governors, and DC reps that things are getting serious? Cardboard sign standing on a street corner?  I still think there’s a violent crazy just tying their shoe before they head out... God help us all.  #MANDATERS #COVID19"
272,2021-08-26 10:31:08+00:00,feliciahsiehsw,"@govkristinoem @MattWalshBlog I saw Kristi Noem campaigning in Washington DC and Florida A LOT during #Covid19 times. How has she worked to protect South Dakotans from dying?

BTW, I discovered today #SD Covid numbers are less transparent as they're getting reported less and less often. How is that helpful?"
273,2021-08-26 08:11:01+00:00,DC_abbottabad,"ڈپٹی کمشنر ایبٹ آباد کیپٹن (ر) ندیم ناصر کی ہدایت پر اسسٹنٹ کمشنر حسان احسن نے ایڈیشنل اسسٹنٹ کمشنر علی شیر خان کے ہمراہ منڈیاں جدون پلازہ میں مختلف دوکانوں، شاپنگ سنٹرز اور ریستورنٹس کا دورہ کیا اور 
#PMRUKP
#ABBOTTABAD
#COVID19"
274,2021-08-25 23:48:11+00:00,USRepMikeDoyle,"Despite being fully #vaccinated and taking the appropriate precautions, I have tested positive for #COVID19 while in Washington for votes. I'm feeling okay and having only mild symptoms, but I'll be quarantining in DC for a 10-day period, as the District of Columbia requires."
275,2021-08-24 15:19:30+00:00,dc_morel,"On vous aime les marseillais, on comprend que ne pas faire comme Paris c'est important pour vous, mais là, sérieusement, arrêtez de déconner
La politique de prévention avec la #vaccination, c'est pas de la soumission, c'est juste logique
On n'est pas un rebelle une fois intubé!"
276,2021-08-24 09:00:22+00:00,SciLifeLab_DC,"Submit your project (could be a PDF, a poster, a presentation, a dashboard, or a link) as an entry to the SciLifeLab Data Repository @figshare at the latest Dec 5th 2021. Keyword: “COVID-19 Data &amp; Code Reuse.
#reuse #COVID19 #datasharing #OpenScience #FAIR"
277,2021-08-23 06:35:26+00:00,DC_abbottabad,"ڈپٹی کمشنر ایبٹ آباد کیپٹن (ر) ندیم ناصر کی ہدایات پر ایڈیشنل اسسٹنٹ کمشنر محترمہ عکاشہ کرن نے کرونا کے بڑھتے کیسز کے پیش نظر حویلیاں میں بازاروں اور دوکانوں کا دورہ کیا اور کرونا ایس او پیز پر عملدرآمد کا جائزہ لیا
#PMRUKP
#ABBOTTABAD
#COVID19"
278,2021-08-22 03:49:38+00:00,dc_morel,"Et franchement en août 2021, les français sont plus préoccupés par la #vaccination, la rentrée, la reprise économique que de savoir qui va être désigné pour faire 10% à la présidentielle de 2022"
279,2021-08-19 12:16:26+00:00,phuffdaddy,"#CoronaVirusUpdates : if you don’t want to wake up, as I did, to news your high school classmate &amp; well-regarded DC musician (he played omarosa wedding) died of #COVID19  I recommend #vaccines #vaccination #vaccinate"
280,2021-08-19 02:21:46+00:00,JanesDueProcess,"The age that teens can consent to the #COVID19 vaccine vary by city and state: Alabama (14 &amp; up), DC (11 &amp; up), Oregon (15 &amp; up), Rhode Island (16 &amp; up), South Carolina (16 &amp; up), San Francisco (11 &amp; up), and Philadelphia (12 &amp; up)."
281,2021-08-18 16:29:43+00:00,dc_morel,"La #vaccination sauve des vies!!!
Les gourous, les #antivax et les politiques vautours tuent!"
282,2021-08-14 20:57:20+00:00,gvalan,"@DeepLearn007 @Xbond49 @BBNTimes_en @SpirosMargaris @sallyeaves @pierrepinna @HaroldSinnott @Nicochan33 @nigewillson @psb_dc @Shi4Tech @enilev @ahier @TrippBraden @TheRudinGroup @Ym78200 @ipfconline1 @lyakovet @BetaMoroney @TheAdityaPatro @jblefevre60 @MCins_ Very informative, compelling post!  #AI is more than up to the challenge of greater #digitalization with  #COVID19 ! Thanks for sharing!!"
283,2021-08-14 07:42:51+00:00,dc_morel,"Ce n'est pas une question d'organisation de la #vaccination, c'est surtout une façon de penser les progrès de la science sans tortiller du croupion 
Ils sont juste plus rationnels que nous et les décisions sont plus simples"
284,2021-08-13 14:10:11+00:00,Jonesy_MA,"Seems to be a automatic influenza and PCV vaccination screen and admin at every hospital I’m at for inpatients

Why isn’t this done and offered for COVID vaccination yet at DC?

#COVID19"
285,2021-08-13 07:15:09+00:00,dc_morel,"Donc parfois oui, c'est comme les enfants qui ont peur de se lancer à vélo, dormir sans lumière, apprendre à nager sans brassards
Une fois qu'ils ont eu le courage de vaincre la peur irraisonnée, ils sont très fiers d'avoir franchi le pas de la #vaccination et se sentent +forts!"
286,2021-08-12 20:55:04+00:00,DinoCinieri,"Avec @SylvieBonnet_42, nous souhaitons bon courage et entier soutien aux 240 soignants et 70 pompiers de la métropole, dans mobilisation capitale face au #COVID19 ! - DC"
287,2021-08-12 19:27:31+00:00,PeacefulSalmon1,"My husband works in DC in a non government building - they just got notice to upload their Vaccine cards or start getting tested weekly. 

#TheNewCovidNorm #MaskUp #Vaccine"
288,2021-08-12 08:31:40+00:00,dc_morel,"Si @MLP_officiel @fhollande @NicolasSarkozy et @JLMelenchon avaient d'ailleurs une colonne vertébrale, ils prendraient collectivement la parole pour appeler à la #vaccination de masse"
289,2021-08-11 19:42:27+00:00,psb_dc,"Children now account for nearly 15% of all new infections nationwide - hospitalization aside, there is still so much we don't know about the long term impact of #COVID19  on kids. 

Why are we still debating whether or not kids need to wear a mask when they are #backtoschool ? 😷"
290,2021-08-11 13:57:39+00:00,rmasher2,"When it comes to mask mandates, Gov Ron DeSantis doesn't want the good people of #Florida dictated to by jackbooted thugs in Washington DC. No! #DeSantis wants Floridians dictated to by jackbooted thugs in Tallahassee. #NoMaskForYou #DeSantisFailedFlorida #COVID19 #COVIDIOTS"
291,2021-08-11 13:54:21+00:00,swaraj76,"#Tumakuru DC Y S Patil issues an order prohibiting entry into all picnic hot spots including #Devarayanadurga #Mandaragiri #Siddarabetta during weekend, all holidays &amp; #Mondays in the wake of spike in #Covid19 cases

@XpressBengaluru
@AshwiniMS_TNIE
@ramupatil_TNIE
@santwana99"
292,2021-08-10 15:52:42+00:00,ricknbc,"NEW: About 9% of national workforce of US Postal Service has tested positive for #Covid19 since March 2020. Here in DC, Md and NoVa 230 USPS workers have tested positive since April. @NBC4ITeam @MacFarlaneNews"
293,2021-08-10 15:15:02+00:00,RamyYaacoub,"Question for people in the DMV. If you were vaccinated out of state (district), where do you physically go to register you vaccination status? #DC #COVID19"
294,2021-08-10 00:28:54+00:00,MacFinn44,"A couple weeks ago I made ~2,000 mile round trip to DC, drove through 4 states. Every rest stop, gas station, etc was full of people from all over America. Almost no one wore a mask and there was no social distancing. I thought to myself: ‘We’re never gonna stop #COVID19’😞"
295,2021-08-09 17:44:16+00:00,SegravesNBC4,"The number of people getting tested for #coronavirus in DC has doubled in past week. As daily cases of #COVID19 continue to increase in DC. The number of people getting vaccinated remains stagnant at about 1,000 per day. @nbcwashington"
296,2021-08-09 14:41:46+00:00,esgarchitect,@psb_dc @MatthewSekol @GlobalEthicist @FollowAlisonT @alicekorngold @EnviroDevlopmt @UrvashiPrakash @Karunk @leimer @asaunders Every conversation. Every behavior. Every inference. Every human. The instant legacy of dealing w deadly #COVID19 pandemic and many humans lying for-$-profit is that we know what 5 decades of profit-driven propaganda will throw at the facts and new direction. Choose better. #ESG
297,2021-08-09 11:50:37+00:00,MaEllenSirleaf,"As Co-Chair of @TheIndPanel, I recently concluded two weeks of consultations with authorities at the @UN in New York and officials in the US government in Washington, DC. I hope that the panel’s recommendations will be heeded so that we can make this the #LastPandemic. #COVID19"
298,2021-08-09 05:15:54+00:00,dc_morel,La #vaccination est gratuite et accessible sur l'ensemble du territoire
299,2021-08-08 00:45:55+00:00,boxoffice_clsd,"@NZ_dc @funkiefoodie @WestcoastBCLife @wecarryon2 @MikolWelham Bonnie Henry admitted in 2020 that serology testing showed that 8 times as many people were infected with #COVID19 than what the official numbers showed.

#bcpoli"
300,2021-08-06 22:56:05+00:00,de_l_epoque,"#Attal #Castex #Veran #Macron #PassSanitaire #manif7aout #vaccination #COVID19 
Les chiffres de la DREES sur les hospitalisations et DC sont-ils faux ?
Vers un #DREESGATE ?"
301,2021-08-05 06:35:31+00:00,dc_morel,"Dans ma ville, les associations de maraudes qui passent 3x par semaine et connaissent tous les bénéficiaires leur proposent de les emmener au centre municipal de #vaccination et une fois par semaine c'est un professionnel de santé qui tente de les convaincre de se protéger"
302,2021-08-05 06:18:13+00:00,DC_RedPill,"If something is free, you’re the product. Marketing 101.

#vaccine"
303,2021-08-04 19:48:36+00:00,skiwatch11,"@ananavarro @AlCardenasFL_DC When our Countries failed to protect seniors it broke my heart, I lost my Dad in Jan. 2021 to Covid 19. Watch the same thing starting to happen to children under 12, makes my blood boil! Wear a mask, get the damn shot, do it now! #COVID19 #vaccinated"
304,2021-08-04 16:55:16+00:00,AGKarlRacine,"DC, we all need to do our part and get the shot to help keep our communities safe.

My office’s Cure the Streets program is holding a #COVID19 vaccine clinic in partnership with @HowardU medical school this Friday 11:30am-1:30pm at Vista Apartments in SW. All are welcome."
305,2021-08-04 11:29:20+00:00,dc_morel,"#VaccinezVous 
2x 15 minutes pour vous protéger, protéger son entourage, protéger la société 
#vaccination"
306,2021-08-04 07:28:40+00:00,dc_morel,"La #vaccination gratuite, ce truc de riches!"
307,2021-08-03 18:17:47+00:00,PinkMoBack,"@AldoSterone111 @Reveident En #France, notre «président» dit que «les effets secondaires sont très très rares», pendant que ses télés passent en boucle : «65 000 effets secondaires sur 70 millions de doses injectées.. »
9,28 pour 10000.
C’est énorme, 
c’est 2*+ que les DC dûs au #COVID19 
#passedelahonte"
308,2021-08-03 17:20:11+00:00,PinkMoBack,"@aymarre_jean @dreslincourt @martine_live Sur les effets secondaires #Macron annonce qu’ils sont très très  rares :
65000/70M injections soit 9,28 pr 10000.
à ce jour il y a 4,24M DC du #COVID19 pour 7,703 mds habitants . Ça fait 5,5 pour 10 000 et c’ énorme !
Fin de la blague 
#PassSanitaire #passedelahonte 

#Bouffon"
309,2021-08-03 14:33:03+00:00,CPTDoomDC,"@chrislhayes Wish we had something like that in DC. I'm walking around with a pic of my #vaccine card on my phone, with two pieces of printed back-up (Kaiser medical record &amp; DC immunization registry print outs)."
310,2021-08-03 14:17:09+00:00,OGrady_Texas,@Slapout4 I have called my elected officials' offices in DC to ask them to support a nationwide face mask mandate plus a vaccine mandate for all who are medically able to take a #COVID19 vaccine.
311,2021-08-03 08:32:34+00:00,dc_morel,"Au-delà des hospitalisations et des décès pour certains, en l'état actuel des connaissances personne ne peut dire avec certitude ce que les #covidlong deviendront, ni si certains #covid totalement anodins n'auront pas des conséquences à terme
En revanche la #vaccination protège"
312,2021-08-03 07:16:49+00:00,_2019_nCoV,"@russeurope Ce vaccin n'a rien à voir avec quelconque intérêt général, le seul intérêt qu'il génère c'est la rentabilité en bourse de tous ces actionnaires des #BigPharma qui jouent avec nos vies !
0.03% de mourir du #COVID19 contre 2.8% d'effets indésirables.
20 000 DC en 🇪🇺
50 000 DC en 🇺🇸"
313,2021-08-02 23:49:48+00:00,BleedingMarine,"Lindsey Graham now has #COVID19, as an army of DC escorts race to get tested for the Lady G variant."
314,2021-08-02 22:44:31+00:00,JuanSaaa,"Making a list of places to visit before we undoubtedly have to go back into #COVID19 lockdown:

☑️ Taco Bell Cantina in DC

☑️ El Rey on U Street 

…"
